board.n.04	3	food or meals in general
dining_table.n.01	3	a table at which meals are served
table.n.03	3	a piece of furniture with tableware for a meal laid out on it
lodger.n.01	3	a tenant in someone's house
guarantee.n.01	3	a written assurance that some product or service will be provided or will meet certain specifications
guarantor.n.01	3	one who provides a warrant or guarantee to another
resolution.n.01	3	a formal expression by a meeting; agreed to by a vote
chagrin.n.01	3	strong feelings of embarrassment
neglecter.n.01	3	a person who is neglectful and gives little attention or respect to people or responsibilities
impersonator.n.01	3	someone who (fraudulently) assumes the appearance of another
model.n.01	3	a hypothetical description of a complex entity or process
couple.n.04	3	two items of the same kind
two.n.01	3	the cardinal number that is the sum of one and one or a numeral representing this number
adhesiveness.n.01	3	the property of sticking together (as of glue and wood) or the joining of surfaces of different composition
stickiness.n.01	3	the property of sticking to a surface
viscosity.n.01	3	resistance of a liquid to shear forces (and hence to flow)
coherence.n.01	3	the state of cohering or sticking together
attachable.a.01	3	capable of being fastened or added to something else
tape.n.01	3	a long thin piece of cloth or paper as used for binding or fastening
bandage.n.01	3	a piece of soft material that covers and protects an injured part of the body
environment.n.02	3	the area in which something exists or lives
flood.n.02	3	an overwhelming number or amount
lining.n.01	3	a protective covering that protects an inside surface
packer.n.01	3	a workman employed to pack things into containers
pioneer.n.01	3	someone who helps to open up a new line of research or technology or art
apology.n.01	3	an expression of regret at having caused trouble for someone
pardoner.n.01	3	a person who pardons or forgives or excuses a fault or offense
conciliatory.a.02	3	intended to placate
end.n.05	3	a final part or section
terminative.s.01	3	coming to an end
augmentative.s.02	3	intensifying by augmentation and enhancement
fostering.n.01	3	encouragement; aiding the development of something
color_property.n.01	3	an attribute of color
mimeograph.n.01	3	a rotary duplicator that uses a stencil through which ink is pressed (trade mark Roneo)
pain.n.03	3	a somatic sensation of acute discomfort
stinger.n.04	3	a sharp organ of offense or defense (as of a wasp or stingray or scorpion) often connected with a poison gland
cavity.n.04	3	(anatomy) a natural hollow or sinus within the body
dagger.n.01	3	a short knife with a pointed blade used for piercing or stabbing
thirst.n.01	3	a physiological need to drink
bastard.n.03	3	derogatory term for a variation that is not genuine; something irregular or inferior or of dubious origin
variation.n.05	3	an artifact that deviates from a norm or standard
tangle.n.02	3	something jumbled or confused
ventilator.n.01	3	a device (such as a fan) that introduces fresh air or expels foul air
fan.n.01	3	a device for creating a current of air by movement of a surface or surfaces
mechanical_system.n.01	3	a system of elements that interact on mechanical principles
ingredient.n.01	3	a component of a mixture or compound
blender.n.01	3	an electrically powered mixer with whirling blades that mix or chop or liquefy foods
compound.n.01	3	a whole formed by a union of two or more elements or parts
consolidative.s.02	3	tending to consolidate
iodine.n.01	3	a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
waking.n.01	3	the state of remaining awake
consciousness.n.01	3	an alert cognitive state in which you are aware of yourself and your situation
stimulative.a.01	3	capable of arousing or accelerating physiological or psychological activity or response by a chemical agent
affinity.n.04	3	a close connection marked by community of interests or similarity in nature or character
incendiary.s.02	3	arousing to action or rebellion
boiling_point.n.01	3	the temperature at which a liquid boils at sea level
heatable.s.01	3	capable of becoming hot
heat.n.03	3	the sensation caused by heat energy
temperature.n.02	3	the somatic sensation of cold or heat
hotness.n.01	3	the presence of heat
heating_system.n.01	3	utility to warm a building
utility.n.06	3	a facility composed of one or more pieces of equipment connected to or part of a structure and designed to provide a service such as heat or electricity or water or sewage disposal
befoulment.n.01	3	the state of being polluted
contaminant.n.01	3	a substance that contaminates
form.n.03	3	a perceptual structure
combustible.a.01	3	capable of igniting and burning
comburent.s.01	3	supporting combustion
cautery.n.01	3	an instrument or substance used to destroy tissue for medical reasons (eg removal of a wart) by burning it with a hot iron or an electric current or a caustic or by freezing it
coal.n.01	3	fossil fuel consisting of carbonized vegetable matter deposited in the Carboniferous period
vegetable_matter.n.01	3	matter produced by plants or growing in the manner of a plant
purple.n.01	3	a purple color or pigment
iridescent.s.02	3	having a play of lustrous rainbow colors
opalescence.n.01	3	the visual property of something having a milky brightness and a play of colors from the surface
knot.n.04	3	something twisted and tight and swollen
braid.n.01	3	a hairdo formed by braiding or twisting the hair
desiccant.n.01	3	a substance that promotes drying (e.g., calcium oxide absorbs water and is used to remove moisture)
weakener.n.01	3	that which weakens or causes a loss of strength
stifler.n.01	3	a person who stifles or smothers or suppresses
transition.n.05	3	a passage that connects a topic to one that follows
bonyness.n.01	3	extreme leanness (usually caused by starvation or disease)
leanness.n.02	3	the property of having little body fat
backing.n.02	3	something forming a back that is added for strengthening
respite.n.04	3	a pause for relaxation
refinisher.n.01	3	a skilled worker who is employed to restore or refinish buildings or antique furniture
dormancy.n.01	3	a state of quiet (but possibly temporary) inaction
sleep.n.01	3	a natural and periodic state of rest during which consciousness of the world is suspended
woodworker.n.01	3	makes things out of wood
digger.n.01	3	a laborer who digs
empty.n.01	3	a container that has been emptied
tail.n.01	3	the posterior part of the body of a vertebrate especially when elongated and extending beyond the trunk or main part of the body
cleaver.n.01	3	a butcher's knife having a large square blade
snip.n.01	3	a small piece of anything (especially a piece that has been snipped off)
pruner.n.02	3	a long-handled pruning saw with a curved blade at the end and sometimes a clipper; used to prune small trees
pruning_saw.n.01	3	a handsaw used for pruning trees
handsaw.n.01	3	a saw used with one hand for cutting wood
plane.n.05	3	a carpenter's hand tool with an adjustable blade for smoothing or shaping wood
socialism.n.02	3	an economic system based on state ownership of capital
managed_economy.n.01	3	a non-market economy in which government intervention is important in allocating goods and resources and determining prices
non-market_economy.n.01	3	an economy that is not a market economy
danger.n.01	3	the condition of being susceptible to harm or injury
kitchen_appliance.n.01	3	a home appliance used in preparing food
pleat.n.01	3	any of various types of fold formed by doubling fabric back upon itself and then pressing or stitching into shape
pucker.n.01	3	an irregular fold in an otherwise even surface (as in cloth)
hanging.n.01	3	decoration that is hung (as a tapestry) on a wall or over a window
obliterable.s.01	3	able to be obliterated completely
semidarkness.n.01	3	partial darkness
